Reference #,Incident ID,Assigned Account,Severity,Status,Status Type,Subject,Product ID,Organisation ID,Date Closed,Date Created,Contact ID,Category ID
200708-000010,23635,Robert Webb,High,Solved,Solved,[Request ID :##RE-10030##] : Callee Andrews Ellis account,Profiles / Staff Accounts,473,08-07-2020 14:08,08-07-2020 13:52,60168,No Value
200708-000011,23636,Robert Webb,Low,Solved,Solved,Contact ID - ID 85761- Duplicate record,Contacts and Organisations,12446,10-07-2020 18:45,08-07-2020 13:59,59885,No Value
200708-000012,23637,Robert Webb,High,Solved,Solved,e-Learning Reset,IT Work,473,08-07-2020 14:07,08-07-2020 14:07,55916,No Value
200708-000013,23638,Robert Webb,Medium,Solved,Solved,Date issue,Incidents,12446,13-07-2020 16:00,08-07-2020 14:11,60184,No Value
200708-000014,23639,Robert Webb,Low,Solved,Solved,Contact ID - ID 91201- Duplicate record,Contacts and Organisations,12446,10-07-2020 19:45,08-07-2020 14:12,59885,No Value
200708-000015,23640,Robert Webb,High,Solved,Solved,Ellis FMB - Unable to make outbound to clear line,System Configuration,473,08-07-2020 14:47,08-07-2020 14:47,60219,No Value
200708-000016,23641,Robert Webb,High,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,08-07-2020 16:22,08-07-2020 15:01,59830,No Value
200708-000017,23642,Robert Webb,Medium,Solved,Solved,ELLIS Log in,Profiles / Staff Accounts,12446,16-07-2020 12:14,08-07-2020 15:02,60124,No Value
200708-000019,23643,Robert Webb,Medium,Solved,Solved,ellis log ins,Profiles / Staff Accounts,473,08-07-2020 18:11,08-07-2020 15:46,59845,Oracle
200708-000020,23644,Robert Webb,High,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,08-07-2020 19:07,08-07-2020 18:01,59830,No Value
200708-000021,23645,Tim Porch,Low,Solved,Solved,Oracle Engagement Engine Cloud Service Update,Other,0,09-07-2020 08:14,08-07-2020 19:20,60220,No Value
200708-000022,23646,Tim Porch,Low,Solved,Solved,Support Account Creation,Other,0,09-07-2020 08:12,08-07-2020 19:31,60221,No Value
200708-000023,23647,Tim Porch,Medium,Solved,Solved,First Contact Resolution,Analytics,16183,21-07-2020 14:15,08-07-2020 19:46,60016,Oracle
200709-000000,23648,Ross Yarnton,Medium,Solved,Solved,Riders Mind Report,Reporting,473,30-07-2020 11:18,09-07-2020 08:32,55815,Reporting
200709-000001,23649,Tim Porch,Urgent,Solved,Solved,E-Learning Moodle Access - Nicole Rose,Logins,473,09-07-2020 09:26,09-07-2020 09:02,55920,Oracle
200709-000002,23650,Tim Porch,Medium,Solved,Solved,Issues with responce routing via CRM - Oracle 200721-000121,Outbound E-mail,16183,21-09-2020 18:54,09-07-2020 09:11,59935,Oracle
200709-000003,23651,Tim Porch,Medium,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,09-07-2020 10:38,09-07-2020 10:01,59830,No Value
200709-000004,23652,Stephen Pickett,Urgent,Solved,Solved,CASupport CR integration with Celoxis,Integration,473,15-09-2020 16:46,09-07-2020 10:04,1984,Oracle
200709-000005,23653,Tim Porch,Medium,Solved,Solved,[Request ID :##RE-7787##] : leavers request,Profiles / Staff Accounts,473,13-07-2020 11:36,09-07-2020 10:07,60083,No Value
200709-000006,23654,Tim Porch,High,Solved,Solved,Shaw Healthcare access,CiviCRM,473,13-07-2020 09:46,09-07-2020 10:55,55701,CiviCRM
200709-000007,23655,Tim Porch,Low,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,09-07-2020 15:49,09-07-2020 11:01,59830,No Value
200709-000008,23656,Tim Porch,Medium,Solved,Solved,Volt Dashboard - Queue Assignments,CiviCRM,473,13-07-2020 10:26,09-07-2020 11:10,59539,CiviCRM
200709-000009,23657,Robert Webb,Low,Solved,Solved,Delete an incident -,Incidents,12446,10-07-2020 18:47,09-07-2020 13:06,60178,No Value
200709-000010,23658,Robert Webb,Medium,Solved,Solved,RTG Timeline - Needs Amending,Incidents,473,17-07-2020 09:12,09-07-2020 14:12,59539,Oracle
200709-000011,23659,Robert Webb,Low,Solved,Solved,200709-000964,Incidents,12446,10-07-2020 19:46,09-07-2020 15:11,59984,No Value
200709-000012,23660,Robert Webb,High,Solved,Solved,Moses Telephony - Hours change required,Other,473,17-07-2020 15:01,09-07-2020 16:09,55438,Telephony
200709-000013,23661,Robert Webb,Low,Solved,Solved,Duplicate Contact Page,Contacts and Organisations,12446,10-07-2020 19:36,09-07-2020 16:17,60110,No Value
200709-000014,23662,Robert Webb,High,Solved,Solved,CABA Oracle,Profiles / Staff Accounts,473,09-07-2020 17:26,09-07-2020 16:57,37792,Oracle
200709-000015,23663,Robert Webb,Medium,Solved,Solved,print eligibility( section 95) application ),Other,12446,27-07-2020 13:34,09-07-2020 17:35,60073,No Value
200709-000016,23664,Robert Webb,High,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,09-07-2020 18:51,09-07-2020 18:01,59830,No Value
200710-000000,23665,Robert Webb,Low,Solved,Solved,Please delete Dependant record (91566),Contacts and Organisations,12446,10-07-2020 17:12,10-07-2020 09:13,59898,No Value
200710-000001,23666,Robert Webb,Low,Solved,Solved,Delete Incident 200707-000659,Incidents,12446,10-07-2020 17:32,10-07-2020 09:43,59957,No Value
200710-000002,23667,Tim Porch,Medium,Solved,Solved,Text issue (have put the explanation at the bottom so scroll :) ),Other,16385,15-07-2020 15:55,10-07-2020 09:44,59717,No Value
200710-000003,23668,Tim Porch,Medium,Solved,Solved,Ellis,Other,12446,13-07-2020 11:17,10-07-2020 09:44,60222,No Value
200710-000004,23669,Tim Porch,High,Solved,Solved,CABA Oracle,Profiles / Staff Accounts,473,10-07-2020 11:01,10-07-2020 09:54,37792,Oracle
200710-000005,23670,Tim Porch,Medium,Solved,Solved,Call Back Request,Other,12446,14-07-2020 10:28,10-07-2020 09:55,59897,No Value
200710-000006,23671,Tim Porch,Medium,Solved,Solved,Evergreen Oracle - Staff Accounts,Profiles / Staff Accounts,473,10-07-2020 11:43,10-07-2020 09:57,37792,Oracle
200710-000007,23672,Tim Porch,Medium,Solved,Solved,[Request ID :##RE-10675##] : 2 Users need Five9 accounts,Logins,473,13-07-2020 10:52,10-07-2020 10:07,60168,No Value
200710-000009,23673,Robert Webb,Low,Solved,Solved,ASC/5224808,Contacts and Organisations,12446,10-07-2020 17:40,10-07-2020 10:48,59995,No Value
200710-000010,23674,Robert Webb,High,Solved,Solved,ASC/5340604 - Please print S95 ASF1,Incidents,12446,05-08-2020 09:01,10-07-2020 10:58,60173,No Value
200710-000011,23675,Tim Porch,Medium,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,10-07-2020 12:07,10-07-2020 11:01,59830,No Value
200710-000012,23676,Robert Webb,High,Solved,Solved,ASC/5340604 - Please print S95 ASF1,Incidents,12446,10-07-2020 12:33,10-07-2020 11:06,60073,No Value
200710-000013,23677,Tim Porch,Medium,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,10-07-2020 12:09,10-07-2020 12:02,59830,No Value
200710-000014,23678,Robert Webb,Low,Solved,Solved,Re Cancelling Dependants,Contacts and Organisations,12446,10-07-2020 17:53,10-07-2020 12:59,60191,No Value
200710-000015,23679,Robert Webb,Medium,Solved,Solved,User ID 362160,Contacts and Organisations,50,27-07-2020 13:09,10-07-2020 13:00,36595,No Value
200710-000016,23680,Robert Webb,Low,Solved,Solved,Incidents routing to queues,Incidents,16183,27-07-2020 13:41,10-07-2020 13:35,59960,Oracle
200710-000018,23681,Robert Webb,Low,Solved,Solved,Delete duplicate,Contacts and Organisations,12446,10-07-2020 17:12,10-07-2020 14:42,59877,No Value
200710-000019,23682,Robert Webb,High,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,10-07-2020 18:01,10-07-2020 17:01,59830,No Value
200710-000020,23683,Robert Webb,Low,Solved,Solved,Duplicate record 90733,Incidents,12446,10-07-2020 17:43,10-07-2020 17:04,59869,No Value
200710-000021,23684,Robert Webb,High,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,10-07-2020 19:30,10-07-2020 18:01,59830,No Value
200712-000000,23685,Robert Webb,Medium,Solved,Solved,Migrant Help Commissioning Framework - user to add to group,Contacts and Organisations,12446,13-07-2020 08:15,12-07-2020 17:14,59827,No Value
200713-000000,23686,Tim Porch,Medium,Solved,Solved,200701-000008 - Follow up,Profiles / Staff Accounts,473,13-07-2020 09:20,13-07-2020 09:03,59539,Oracle
200713-000001,23687,Tim Porch,High,Solved,Solved,Ellis Logins,CiviCRM,473,13-07-2020 15:17,13-07-2020 10:39,56037,CiviCRM
200713-000002,23688,Robert Webb,Medium,Solved,Solved,non MH complaint in MH complaint queue,Incidents,12446,14-07-2020 08:11,13-07-2020 10:55,60142,No Value
200713-000003,23689,Tim Porch,Medium,Solved,Solved,200708-001260 (NS) case sent in error,Incidents,12446,13-07-2020 11:21,13-07-2020 11:16,60139,No Value
200713-000004,23690,Ross Yarnton,High,Solved,Solved,Daily Telephony Reporting,Reporting,473,16-07-2020 12:39,13-07-2020 14:26,37792,Reporting
200713-000005,23691,Robert Webb,High,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,13-07-2020 16:02,13-07-2020 15:01,59830,No Value
200713-000006,23692,Craig Seagrave,Medium,Solved,Solved,Evergreen,Profiles / Staff Accounts,473,13-07-2020 19:13,13-07-2020 15:24,3034,No Value
200713-000007,23693,Tim Porch,Medium,Solved,Solved,Remove duplicate files,Contacts and Organisations,12446,13-07-2020 16:22,13-07-2020 16:19,59989,No Value
200713-000008,23694,Tim Porch,High,Solved,Solved,account creation,Profiles / Staff Accounts,473,13-07-2020 16:39,13-07-2020 16:39,37792,No Value
200713-000009,23695,Tim Porch,Medium,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,13-07-2020 17:17,13-07-2020 17:01,59830,No Value
200713-000010,23696,Robert Webb,Low,Solved,Solved,duplicate file,Contacts and Organisations,12446,14-07-2020 07:54,13-07-2020 17:39,59983,No Value
200713-000011,23697,Craig Seagrave,High,Solved,Solved,Ellis issue,Profiles / Staff Accounts,12446,13-07-2020 18:00,13-07-2020 18:00,60224,No Value
200713-000012,23698,Robert Webb,Urgent,Solved,Solved,Undocked ASF1 Form,Workspaces,12446,28-07-2020 13:34,13-07-2020 21:35,35254,Oracle
200714-000000,23699,Tim Porch,Medium,Solved,Solved,Request to delete an incident,Incidents,12446,14-07-2020 09:14,14-07-2020 09:09,60123,No Value
200714-000002,23700,Tim Porch,Low,Solved,Solved,Screenshot for Tim,Other,12446,14-07-2020 09:52,14-07-2020 09:30,60139,No Value
200714-000001,23701,Tim Porch,Medium,Solved,Solved,Cannot download documents,Incidents,12446,14-07-2020 09:55,14-07-2020 09:55,60139,No Value
200714-000003,23702,Tim Porch,Medium,Solved,Solved,New User Access,Profiles / Staff Accounts,16756,21-07-2020 18:30,14-07-2020 09:57,60225,No Value
200714-000004,23703,Ross Yarnton,High,Solved,Solved,KPI Tracker - VG,Reporting,473,16-07-2020 14:24,14-07-2020 13:47,55686,Reporting
200714-000005,23704,Robert Webb,High,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,14-07-2020 14:15,14-07-2020 14:02,59830,No Value
200714-000006,23705,Robert Webb,Urgent,Solved,Solved,Delete Contacts,Contacts and Organisations,473,14-07-2020 14:28,14-07-2020 14:19,55821,Oracle
200714-000007,23706,Ross Yarnton,Medium,Solved,Solved,Cifas Email QA Score Card,Reporting,473,18-09-2020 15:44,14-07-2020 14:51,37257,Reporting
200714-000008,23707,Robert Webb,Medium,Solved,Solved,Account to be Changed Team,Profiles / Staff Accounts,12446,14-07-2020 15:47,14-07-2020 15:14,35254,Oracle
200714-000009,23708,Robert Webb,Medium,Solved,Solved,Ellis Contact Pages to be deleted,Contacts and Organisations,473,15-07-2020 08:36,14-07-2020 15:28,59505,Oracle
200714-000010,23709,Robert Webb,Medium,Solved,Solved,ELLIS Log in,Profiles / Staff Accounts,12446,16-07-2020 12:13,14-07-2020 15:39,60124,No Value
200714-000011,23710,Robert Webb,Medium,Solved,Solved,ASC/5239517 delete dependant,Contacts and Organisations,12446,15-07-2020 08:44,14-07-2020 15:55,60184,No Value
200714-000012,23711,Robert Webb,High,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,15-07-2020 08:49,14-07-2020 16:02,59830,No Value
200714-000014,23712,Robert Webb,Low,Solved,Solved,Deleting entry below LTN/5344911,Contacts and Organisations,12446,15-07-2020 10:24,14-07-2020 16:44,60193,No Value
200714-000013,23713,Tim Porch,Medium,Solved,Solved,Requet to delete Bank Accounts from the ASF1,Contacts and Organisations,12446,14-07-2020 16:59,14-07-2020 16:59,60226,No Value
200714-000015,23714,Tim Porch,Medium,Solved,Solved,Unable to Download Attachments,Incidents,12446,15-07-2020 09:21,14-07-2020 17:45,59897,No Value
200714-000016,23715,Craig Seagrave,High,Solved,Solved,Update CASupport SLA to reflect Support Packages,System Configuration,473,07-09-2020 10:49,14-07-2020 18:22,59474,Oracle
200714-000017,23716,Craig Seagrave,High,Waiting - Customer,Waiting,Optional Monthly Donation to Fighting Fund,Integration,473,No Value,14-07-2020 18:39,1984,Oracle
200715-000000,23717,Robert Webb,Medium,Solved,Solved,Rhiannon Flye Mind OSC,Profiles / Staff Accounts,473,15-07-2020 09:40,15-07-2020 09:01,56022,Oracle
200715-000001,23718,Tim Porch,Low,Solved,Solved,[Request ID :##RE-10571##] : five9 voicemail call backs dial back into The Princes Trust line rather than the caller,Installations and Upgrades,473,15-07-2020 16:55,15-07-2020 09:51,60168,No Value
200715-000002,23719,Tim Porch,High,Solved,Solved,Ellis Freezing After completing IA Referral form and saving as an attachement,Other,12446,28-07-2020 08:28,15-07-2020 11:58,35254,Oracle
200715-000003,23720,Robert Webb,Medium,Solved,Solved,[Request ID :##RE-10529##] : Observe function,Profiles / Staff Accounts,473,17-07-2020 17:45,15-07-2020 11:59,60168,No Value
200715-000004,23721,Craig Seagrave,Medium,Solved,Solved,RTG Timelines - Amendments,Incidents,473,28-08-2020 14:21,15-07-2020 13:13,59539,Oracle
200715-000006,23722,Tim Porch,Medium,Solved,Solved,Volt Profile Request - Annemarie Tischer,CiviCRM,473,17-07-2020 11:17,15-07-2020 15:43,59539,CiviCRM
200715-000007,23723,Robert Webb,High,Solved,Solved,Gamstop Telephony volumes,Sharepoint,473,22-07-2020 14:36,15-07-2020 15:50,55438,Telephony
200715-000008,23724,Tim Porch,Medium,Solved,Solved,Request for practice site for Ellis,Profiles / Staff Accounts,12446,15-07-2020 16:14,15-07-2020 15:51,60028,No Value
200715-000009,23725,Craig Seagrave,Urgent,Solved,Solved,Spoofed email,Incidents,16183,20-07-2020 10:25,15-07-2020 16:59,59935,Oracle
200715-000010,23726,Robert Webb,High,Solved,Solved,ELLIS Log in,Profiles / Staff Accounts,12446,16-07-2020 15:48,15-07-2020 18:31,59862,No Value
200715-000011,23727,Craig Seagrave,Urgent,Solved,Solved,oracle resets,Logins,473,17-07-2020 13:19,15-07-2020 18:33,55883,Oracle
200716-000000,23728,Mike Griffiths,High,Solved,Solved,Profiles added to Process for BUI Pilot,Customisation,50,16-07-2020 09:11,16-07-2020 09:11,36595,Oracle
200716-000001,23729,Tim Porch,Medium,Solved,Solved,CEC Request: Oracle CRM Extract conversion,Sales,0,16-07-2020 14:28,16-07-2020 10:18,60227,No Value
200716-000002,23730,Ross Yarnton,Medium,Solved,Solved,RW Reporting,Reporting,473,16-07-2020 11:42,16-07-2020 10:45,55815,Reporting
200716-000003,23731,Robert Webb,Medium,Solved,Solved,Principle Applicant Field,Rules,12446,31-07-2020 17:23,16-07-2020 11:29,35254,Oracle
200716-000004,23732,Robert Webb,Low,Solved,Solved,Duplicate ELLIS Files,Contacts and Organisations,12446,16-07-2020 12:51,16-07-2020 11:59,59901,No Value
200716-000006,23733,Craig Seagrave,Urgent,Solved,Solved,Removal of PDF attachments - MOSES OSC,Workspaces,473,16-07-2020 12:52,16-07-2020 12:19,55438,Oracle
200716-000007,23734,Ross Yarnton,High,Solved,Solved,Implementation of MH live chat QA,Reporting,473,17-07-2020 09:41,16-07-2020 13:12,56037,Reporting
200716-000008,23735,Tim Porch,Low,Solved,Solved,CEC Request: Oracle CRM Extract conversion,Sales,0,16-07-2020 15:08,16-07-2020 13:23,60227,No Value
200716-000009,23736,Ross Yarnton,Medium,Solved,Solved,Cifas - OOH report,Reporting,473,17-07-2020 10:18,16-07-2020 14:20,55438,Reporting
200716-000010,23737,Tim Porch,Urgent,Solved,Solved,No e-mails from/into Evergreen - #: 200716-000068,Other,473,27-07-2020 13:13,16-07-2020 14:51,55815,No Value
200716-000011,23738,Tim Porch,Medium,Solved,Solved,Two Port Refs,Contacts and Organisations,0,16-07-2020 15:00,16-07-2020 14:57,60140,No Value
200716-000012,23739,Robert Webb,High,Solved,Solved,Fwd[Fwd: ##RE-11788## : Ellis log ins - Natasha Shorte],Profiles / Staff Accounts,473,20-07-2020 16:44,16-07-2020 15:20,60168,No Value
200716-000013,23740,Tim Porch,High,Solved,Solved,Access to Amica Civi CRM,CiviCRM,473,16-07-2020 16:29,16-07-2020 16:00,55701,CiviCRM
200716-000014,23741,Mike Griffiths,Medium,Solved,Solved,Stop Start Times,Analytics,12446,19-08-2020 15:22,16-07-2020 16:17,60172,No Value
200716-000015,23742,Craig Seagrave,Medium,Solved,Solved,Video Upload,Sharepoint,473,30-07-2020 15:21,16-07-2020 16:43,60081,No Value
200716-000016,23743,Robert Webb,Medium,Solved,Solved,Ellis account - Rahim Ali,Contacts and Organisations,12446,22-07-2020 11:10,16-07-2020 17:44,59834,No Value
200716-000017,23744,Craig Seagrave,High,Solved,Solved,Payment method change required to Garden Waste OPA,Other,15792,07-09-2020 15:05,16-07-2020 17:58,56097,Oracle
200716-000018,23745,Robert Webb,High,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,17-07-2020 08:40,16-07-2020 18:01,59830,No Value
200717-000001,23746,Robert Webb,Urgent,Solved,Solved,five9 station ID,IT Work,473,17-07-2020 09:01,17-07-2020 08:56,60228,Oracle
200717-000002,23747,Mike Griffiths,High,Solved,Solved,Send to Escalation? field,Incidents,12446,05-08-2020 09:21,17-07-2020 11:41,35254,Oracle
200717-000003,23748,Tim Porch,High,Solved,Solved,Error Log,Other,50,21-07-2020 17:23,17-07-2020 12:08,36595,No Value
200717-000004,23749,Tim Porch,Low,Solved,Solved,Volt - Observe,Customer Portal,473,17-07-2020 19:11,17-07-2020 12:28,43886,No Value
200717-000005,23750,Tim Porch,Medium,Solved,Solved,Can Danielle Lowe have a login for Theatre UK CiviCRM,CiviCRM,473,17-07-2020 14:08,17-07-2020 13:53,55496,CiviCRM
200717-000006,23751,Craig Seagrave,Medium,Solved,Solved,[Request ID :##RE-12247##] : URL whitelist required,Installations and Upgrades,473,17-07-2020 14:10,17-07-2020 14:02,60168,No Value
200717-000007,23752,Tim Porch,Medium,Solved,Solved,UKTV Inbox Full,Sharepoint,473,17-07-2020 14:40,17-07-2020 14:17,39490,Sharepoint
200717-000008,23753,Robert Webb,Medium,Solved,Solved,Ellis - Warning/Error Message,Contacts and Organisations,12446,21-07-2020 16:38,17-07-2020 14:51,60122,No Value
200717-000009,23754,Tim Porch,Medium,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,17-07-2020 16:11,17-07-2020 15:01,59830,No Value
